VENDOR DESCRIPTION,VENDOR ARTICLE NUMBER,IMPA,PRICE
"Thermometer casing 110 mm. straight, range 0-60ºC. stem 63 mm. connection 1/2"" BSP ",1740606312,652108,8.01
"MANOTHERM thermometer casing 110 mm. straight, range 0-60ºC. stem 63 mm. connection 1/2"" BSP ",1740606312A_S,652108,24
"Thermometer casing 110 mm. straight, range 0-60ºC. stem 100 mm. connection 1/2"" BSP ",1740610012,652109,7.9
"MANOTHERM thermometer casing 110 mm. straight, range 0-60ºC. stem 100 mm. connection 1/2"" BSP ",1740610012A_S,652109,23.7
"Thermometer casing 110 mm. straight, range 0-120ºC. stem 30 mm. connection 1/2"" BSP ",1741203012,652111,9.46
"MANOTHERM thermometer casing 110 mm. straight, range 0-120ºC. stem 30 mm. connection 1/2"" BSP ",1741203012A_S,652111,24
"Thermometer casing 110 mm. straight, range 0-120ºC. stem 40 mm. connection 1/2"" BSP ",1741204012,652112,9.46
"Thermometer casing 110 mm. straight, range 0-120ºC. stem 40 mm. connection 1/2"" BSP ",1741204012_S,652112,9.46
"MANOTHERM thermometer casing 110 mm. straight, range 0-120ºC. stem 40 mm. connection 1/2"" BSP ",1741204012A_S,652112,24
"Thermometer casing 110 mm. straight, range 0-120ºC. stem 63 mm. connection 1/2"" BSP ",1741206312,652113,9.46
"Thermometer casing 110 mm. straight, range 0-120ºC. stem 63 mm. connection 1/2"" BSP ",1741206312_S,652113,9.46
"MANOTHERM thermometer casing 110 mm. straight, range 0-120ºC. stem 63 mm. connection 1/2"" BSP ",1741206312A_S,652113,24
"Thermometer casing 110 mm. straight, range 0-120ºC. stem 100 mm. connection 1/2"" BSP ",1741210012,652114,9.46
"Thermometer casing 110 mm. straight, range 0-120ºC. stem 100 mm. connection 1/2"" BSP ",1741210012_S,652114,9.46
"MANOTHERM thermometer casing 110 mm. straight, range 0-120ºC. stem 100 mm. connection 1/2"" BSP ",1741210012A_S,652114,23.7
"Thermometer casing 110 mm. straight, range 0-120ºC. stem 160 mm. connection 1/2"" BSP ",1741216012,652115,10.96
"MANOTHERM thermometer casing 110 mm. straight, range 0-120ºC. stem 160 mm. connection 1/2"" BSP ",1741216012A_S,652115,28.28
"Thermometer casing 110 mm. straight, range 0-160ºC. stem 30 mm. connection 1/2"" BSP ",1741603012,652116,18.38
"MANOTHERM thermometer casing 110 mm. straight, range 0-160ºC. stem 30 mm. connection 1/2"" BSP ",1741603012A_S,652116,24
"Thermometer casing 110 mm. straight, range 0-160ºC. stem 40 mm. connection 1/2"" BSP ",1741604012,652117,18.38
"MANOTHERM thermometer casing 110 mm. straight, range 0-160ºC. stem 40 mm. connection 1/2"" BSP ",1741604012A_S,652117,24
"Thermometer casing 110 mm. straight, range 0-160ºC. stem 63 mm. connection 1/2"" BSP ",1741606312,652118,19.88
"MANOTHERM thermometer casing 110 mm. straight, range 0-160ºC. stem 63 mm. connection 1/2"" BSP ",1741606312A_S,652118,24
"Thermometer casing 110 mm. straight, range 0-160ºC. stem 100 mm. connection 1/2"" BSP ",1741610012,652119,21.38
"Thermometer casing 110 mm. straight, range 0-160ºC. stem 100 mm. connection 1/2"" BSP ",1741610012_S,652119,21.38
"MANOTHERM thermometer casing 110 mm. straight, range 0-160ºC. stem 100 mm. connection 1/2"" BSP ",1741610012A_S,652119,23.7
"Thermometer casing 110 mm. straight, range 0-160ºC. stem 160 mm. connection 1/2"" BSP ",1741616012,652120,22.88
"MANOTHERM thermometer casing 110 mm. straight, range 0-160ºC. stem 160 mm. connection 1/2"" BSP ",1741616012A_S,652120,28.28
"Thermometer casing 110 mm angle, range 0-60ºC. stem 30 mm. connection 1/2"" BSP ",1750603012,652136,9.12
"Thermometer casing 110 mm angle, range 0-60ºC. stem 30 mm. connection 1/2"" BSP ",1750603012_S,652136,9.12
"MANOTHERM thermometer casing 110 mm angle, range 0-60ºC. stem 40 mm. connection 1/2"" BSP ",1750604012A,652137,27.36
"MANOTHERM thermometer casing 110 mm angle, range 0-60ºC. stem 40 mm. connection 1/2"" BSP ",1750604012A_S,652137,27.36
"Thermometer casing 110 mm angle, range 0-60ºC. stem 63 mm. connection 1/2"" BSP ",1750606312,652138,9.12
"Thermometer casing 110 mm angle, range 0-60ºC. stem 63 mm. connection 1/2"" BSP ",1750606312_S,652138,9.12
"MANOTHERM thermometer casing 110 mm angle, range 0-60ºC. stem 63 mm. connection 1/2"" BSP ",1750606312A_S,652138,27.36
"MANOTHERM thermometer casing 110 mm angle, range 0-60ºC. stem 63 mm. connection 1/2"" BSP ",1750610012A_S,652138,29.61
"Thermometer casing 110 mm angle, range 0-60ºC. stem 100 mm. connection 1/2"" BSP ",1750610012,652139,9.12
"Thermometer casing 110 mm angle, range 0-60ºC. stem 100 mm. connection 1/2"" BSP ",1750610012_S,652139,9.12
"Thermometer casing 110 mm angle, range 0-120ºC. stem 30 mm. connection 1/2"" BSP ",1751203012,652141,10.62
"MANOTHERM thermometer casing 110 mm angle, range 0-120ºC. stem 30 mm. connection 1/2"" BSP ",1751203012A_S,652141,27.36
"Thermometer casing 110 mm angle, range 0-120ºC. stem 40 mm. connection 1/2"" BSP ",1751204012,652142,10.62
"MANOTHERM thermometer casing 110 mm angle, range 0-120ºC. stem 40 mm. connection 1/2"" BSP ",1751204012A_S,652142,27.36
"Thermometer casing 110 mm angle, range 0-120ºC. stem 63 mm. connection 1/2"" BSP ",1751206312,652143,12.87
"MANOTHERM thermometer casing 110 mm angle, range 0-120ºC. stem 63 mm. connection 1/2"" BSP ",1751206312A_S,652143,27.36
"Thermometer casing 110 mm angle, range 0-120ºC. stem 100 mm. connection 1/2"" BSP ",1751210012,652144,12.87
"MANOTHERM thermometer casing 110 mm angle, range 0-120ºC. stem 100 mm. connection 1/2"" BSP ",1751210012A_S,652144,27.36
"Thermometer casing 110 mm angle, range 0-120ºC. stem 160 mm. connection 1/2"" BSP ",1751216012,652145,14.37
"MANOTHERM thermometer casing 110 mm angle, range 0-120ºC. stem 160 mm. connection 1/2"" BSP ",1751216012A_S,652145,31.91
"Thermometer casing 110 mm angle, range 0-160ºC. stem 30 mm. connection 1/2"" BSP ",1751603012,652146,10.62
"MANOTHERM thermometer casing 110 mm angle, range 0-160ºC. stem 30 mm. connection 1/2"" BSP ",1751603012A_S,652146,27.36
"Thermometer casing 110 mm angle, range 0-160ºC. stem 40 mm. connection 1/2"" BSP ",1751604012,652147,10.62
"MANOTHERM thermometer casing 110 mm angle, range 0-160ºC. stem 40 mm. connection 1/2"" BSP ",1751604012A_S,652147,27.36
"Thermometer casing 110 mm angle, range 0-160ºC. stem 63 mm. connection 1/2"" BSP ",1751606312,652148,10.62
"MANOTHERM thermometer casing 110 mm angle, range 0-160ºC. stem 63 mm. connection 1/2"" BSP ",1751606312A_S,652148,27.36
"Thermometer casing 110 mm angle, range 0-160ºC. stem 100 mm. connection 1/2"" BSP ",1751610012,652149,12.87
"MANOTHERM thermometer casing 110 mm angle, range 0-160ºC. stem 100 mm. connection 1/2"" BSP ",1751610012A_S,652149,27.36
"Thermometer casing 110 mm angle, range 0-160ºC. stem 160 mm. connection 1/2"" BSP ",1751616012,652150,14.37
"MANOTHERM thermometer casing 110 mm angle, range 0-160ºC. stem 160 mm. connection 1/2"" BSP ",1751616012A_S,652150,31.91
"Glass insert casing 200 mm. straight, range -30/+50ºC. stem 63 mm. ",27135063,652201,7.09
"Glass insert casing 200 mm. straight, range -30/+50ºC. stem 100 mm. ",27135100,652202,7.29
"Glass insert casing 200 mm. straight, range -30/+50ºC. stem 160 mm. ",27135160,652203,7.5
"Glass insert casing 200 mm. straight, range 0-100ºC. stem 63 mm. ",27110063,652204,7.09
"Glass insert casing 200 mm. straight, range 0-100ºC. stem 100 mm. ",27110100,652205,7.29
"Glass insert casing 200 mm. straight, range 0-100ºC. stem 160 mm. ",27110160,652206,7.5
"Glass insert casing 200 mm. straight, range 0-160ºC. stem 63 mm. ",27116063,652207,7.09
"Glass insert casing 200 mm. straight, range 0-160ºC. stem 100 mm. ",27116100,652208,7.29
"Glass insert casing 200 mm. straight, range 0-160ºC. stem 160 mm. ",27116160,652209,7.5
"Glass insert casing 200 mm. straight, range 0-200ºC. stem 63 mm. ",27120063,652210,7.09
"Glass insert casing 200 mm. straight, range 0-200ºC. stem 100 mm. ",27120100,652211,7.29
"Glass insert casing 200 mm. straight, range 0-200ºC. stem 160 mm. ",27120160,652212,7.5
"Glass insert casing 200 mm. straight, range 0-300ºC. stem 63 mm. ",27130063,652213,7.9
"Glass insert casing 200 mm. straight, range 0-300ºC. stem 100 mm. ",27130100,652214,11.09
"Glass insert casing 200 mm. straight, range 0-500ºC. stem 63 mm. ",27150063,652219,22.2
"Glass insert casing 200 mm. straight, range 0-500ºC. stem 100 mm. ",27150100,652220,22.2
"Glass insert casing 200 mm. straight, range 0-500ºC. stem 160 mm. ",27150160,652221,25.32
"Glass insert casing 200 mm. straight, range 0-600ºC. stem 63 mm. ",27160063,652222,18.38
"Glass insert casing 200 mm. straight, range 0-600ºC. stem 100 mm. ",27160100,652223,22.2
"Glass insert casing 200 mm. straight, range 0-600ºC. stem 160 mm. ",27160160,652224,25.32
"Glass insert casing 200 mm. straight, range -60/+40ºC. stem 63 mm. ",27164063,652225,7.09
"Glass insert casing 200 mm. straight, range -60/+40ºC. stem 100 mm. ",27164100,652226,7.29
"Glass insert casing 200 mm. straight, range -60/+40ºC. stem 160 mm. ",27164160,652227,7.5
"Glass insert casing 200 mm. straight, range 0-60ºC. stem 63 mm. ",27106063,652228,7.09
"Glass insert casing 200 mm. straight, range 0-60ºC. stem 100 mm. ",27106100,652229,7.29
"Glass insert casing 200 mm. straight, range 0-60ºC. stem 160 mm. ",27106160,652230,7.5
"Glass insert casing 200 mm. straight, range 0-120ºC. stem 63 mm. ",27112063,652231,7.09
"Glass insert casing 200 mm. straight, range 0-120ºC. stem 100 mm. ",27112100,652232,7.29
"Glass insert casing 200 mm. straight, range 0-120ºC. stem 160 mm. ",27112160,652233,7.5
"Glass insert casing 110 mm. straight, range -30/+50ºC. stem 40 mm. ",17435040,652235,4.56
"Glass insert casing 110 mm. straight, range -30/+50ºC. stem 63 mm. ",17435063,652236,4.56
"Glass insert casing 110 mm. straight, range -30/+50ºC. stem 100 mm. ",17435100,652237,4.77
"Glass insert casing 150 mm. straight, range -30/+50ºC. stem 63 mm. ",29135063,652241,5.17
"Glass insert casing 150 mm. straight, range -30/+50ºC. stem 100 mm. ",29135100,652242,5.51
"Glass insert casing 150 mm. straight, range -30/+50ºC. stem 160 mm. ",29135160,652243,5.78
"Glass insert casing 150 mm. straight, range 0-100ºC. stem 63 mm. ",29110063,652244,5.17
"Glass insert casing 150 mm. straight, range 0-100ºC. stem 100 mm. ",29110100,652245,5.37
"Glass insert casing 150 mm. straight, range 0-100ºC. stem 160 mm. ",29110160,652246,5.78
"Glass insert casing 150 mm. straight, range 0-160ºC. stem 63 mm. ",29116063,652247,5.17
"Glass insert casing 150 mm. straight, range 0-160ºC. stem 100 mm. ",29116100,652248,5.37
"Glass insert casing 150 mm. straight, range 0-160ºC. stem 160 mm. ",29116160,652249,5.78
"Glass insert casing 150 mm. straight, range 0-200ºC. stem 63 mm. ",29120063,652250,5.17
"Glass insert casing 150 mm. straight, range 0-200ºC. stem 100 mm. ",29120100,652251,5.37
"Glass insert casing 150 mm. straight, range 0-200ºC. stem 160 mm. ",29120160,652252,5.78
"Glass insert casing 150 mm. straight, range 0-500ºC. stem 63 mm. ",29150063,652259,17.63
"Glass insert casing 150 mm. straight, range 0-500ºC. stem 100 mm. ",29150100,652260,19.88
"Glass insert casing 150 mm. straight, range 0-500ºC. stem 160 mm. ",29150160,652261,22.13
"Glass insert casing 150 mm. straight, range 0-600ºC. stem 63 mm. ",29160063,652262,18.23
"Glass insert casing 150 mm. straight, range 0-600ºC. stem 100 mm. ",29160100,652263,21.27
"Glass insert casing 150 mm. straight, range 0-600ºC. stem 160 mm. ",29160160,652264,26.12
"Glass insert casing 150 mm. straight, range 0-60ºC. stem 63 mm. ",29106063,652268,9.38
"Glass insert casing 150 mm. straight, range 0-60ºC. stem 100 mm. ",29106100,652269,10.88
"Glass insert casing 150 mm. straight, range 0-60ºC. stem 160 mm. ",29106160,652270,12.38
"Glass insert casing 150 mm. straight, range 0-120ºC. stem 63 mm. ",29112063,652271,5.17
"Glass insert casing 150 mm. straight, range 0-120ºC. stem 100 mm. ",29112100,652272,5.37
"Glass insert casing 150 mm. straight, range 0-120ºC. stem 160 mm. ",29112160,652273,5.78
"Glass insert casing 110 mm. straight, range 0-100ºC. stem 30 mm. ",17410030,652281,4.26
"Glass insert casing 110 mm. straight, range 0-100ºC. stem 40 mm. ",17410040,652282,4.56
"Glass insert casing 110 mm. straight, range 0-100ºC. stem 63 mm. ",17410063,652283,4.56
"Glass insert casing 110 mm. straight, range 0-100ºC. stem 100 mm. ",17410100,652284,4.77
"Glass insert casing 110 mm. straight, range 0-100ºC. stem 160 mm. ",17410160,652285,5.98
"Glass insert casing 110 mm. straight, range 0-200ºC. stem 30 mm. ",17420030,652286,4.26
"Glass insert casing 110 mm. straight, range 0-200ºC. stem 40 mm. ",17420040,652287,4.56
"Glass insert casing 110 mm. straight, range 0-200ºC. stem 63 mm. ",17420063,652288,4.56
"Glass insert casing 110 mm. straight, range 0-200ºC. stem 100 mm. ",17420100,652289,4.77
"Glass insert casing 110 mm. straight, range 0-200ºC. stem 160 mm. ",17420160,652290,6.18
"Glass insert casing 110 mm. straight, range 0-60ºC. stem 30 mm. ",17406030,652291,4.26
"Glass insert casing 110 mm. straight, range 0-60ºC. stem 40 mm. ",17406040,652292,5.37
"Glass insert casing 110 mm. straight, range 0-60ºC. stem 63 mm. ",17406063,652293,4.56
"Glass insert casing 110 mm. straight, range 0-60ºC. stem 100 mm. ",17406100,652294,5.37
"Glass insert casing 200 mm angle, range -30/+50ºC stem 63 mm. ",27235063,652301,7.2
"Glass insert casing 200 mm angle, range -30/+50C stem 100 mm. ",27235100,652302,7.4
"Glass insert casing 200 mm angle, range -30/+50C stem 160 mm. ",27235160,652303,7.6
"Glass insert casing 200 mm. angle, range 0-100ºC. stem 63 mm. ",27210063,652304,7.2
"Glass insert casing 200 mm angle, range 0-100ºC. stem 100 mm. ",27210100,652305,7.4
"Glass insert casing 200 mm angle, range 0-100ºC. stem 160 mm. ",27210160,652306,7.6
"Glass insert casing 200 mm angle, range 0-160ºC. stem 63 mm. ",27216063,652307,7.2
"Glass insert casing 200 mm angle, range 0-160ºC. stem 100 mm. ",27216100,652308,7.4
"Glass insert casing 200 mm angle, range 0-160ºC. stem 160 mm. ",27216160,652309,7.6
"Glass insert casing 200 mm. angle, range 0-200ºC. stem 63 mm. ",27220063,652310,7.6
"Glass insert casing 200 mm. angle, range 0-200ºC. stem 100 mm. ",27220100,652311,7.4
"Glass insert casing 200 mm angle, range 0-200ºC. stem 160 mm. ",27220160,652312,7.6
"Glass insert casing 200 mm angle, range 0-120ºC. stem 63 mm. ",27212063,652331,7.2
"Glass insert casing 200 mm angle, range 0-120ºC. stem 100 mm. ",27212100,652332,7.4
"Glass insert casing 200 mm angle, range 0-120ºC. stem 160 mm. ",27212160,652333,7.6
"Glass insert casing 150 mm angle, range -30/+50ºC. stem 63 mm. ",29235063,652341,5.58
"Glass insert casing 150 mm angle, range -30/+50ºC. stem 100 mm. ",29235100,652342,5.78
"Glass insert casing 150 mm angle, range -30/+50ºC. stem 160 mm. ",29235160,652343,6.08
"Glass insert casing 150 mm angle, range 0-100ºC. stem 63 mm. ",29210063,652344,5.58
"Glass insert casing 150 mm angle, range 0-100ºC. stem 100 mm. ",29210100,652345,5.78
"Glass insert casing 150 mm angle, range 0-100ºC. stem 160 mm. ",29210160,652346,6.08
"Glass insert casing 150 mm angle, range 0-160ºC. stem 63 mm. ",29216063,652347,5.58
"Glass insert casing 150 mm angle, range 0-160ºC. stem 100 mm. ",29216100,652348,5.78
"Glass insert casing 150 mm angle, range 0-160ºC. stem 160 mm. ",29216160,652349,6.08
"Glass insert casing 150 mm angle, range 0-200ºC. stem 63 mm. ",29220063,652350,5.58
"Glass insert casing 150 mm. angle, range 0-200ºC. stem 100 mm. ",29220100,652351,5.78
"Glass insert casing 150 mm angle, range 0-200ºC. stem 160 mm. ",29220160,652352,6.08
"Glass insert casing 150 mm angle, range 0-600ºC. stem 100 mm. ",29260100,652363,17.22
"Glass insert casing 150 mm angle, range 0-120ºC. stem 63 mm. ",29212063,652371,5.58
"Glass insert casing 150 mm angle, range 0-120ºC. stem 100 mm. ",29212100,652372,5.78
"Glass insert casing 150 mm angle, range 0-120ºC. stem 160 mm. ",29212160,652373,6.08
"Glass insert casing 110 mm. angle, range 0-100ºC. stem 30 mm. ",17510030,652381,4.66
"Glass insert casing 110 mm. angle, range 0-100ºC. stem 40 mm. ",17510040,652382,4.77
"Glass insert casing 110 mm. angle, range 0-100ºC. stem 63 mm. ",17510063,652383,5.17
"Glass insert casing 110 mm angle, range 0-100ºC. stem 100 mm. ",17510100,652384,5.37
"Glass insert casing 110 mm. angle, range 0-100ºC. stem 160 mm. ",17510160,652385,5.58
"Glass insert casing 110 mm. angle, range 0-200ºC. stem 30 mm. ",17520030,652386,4.66
"Glass insert casing 110 mm. angle, range 0-200ºC. stem 40 mm. ",17520040,652387,4.77
"Glass insert casing 110 mm. angle, range 0-200ºC. stem 63 mm. ",17520063,652388,5.17
"Glass insert casing 110 mm. angle, range 0-200ºC. stem 100 mm. ",17520100,652389,5.37
"Glass insert casing 110 mm. angle, range 0-200ºC. stem 160 mm. ",17520160,652390,5.58
"Glass insert casing 110 mm. straight, range 0-120ºC. stem 30 mm. ",17412030,652401,4.26
"Glass insert casing 110 mm. straight, range 0-120ºC. stem 40 mm. ",17412040,652402,4.56
"Glass insert casing 110 mm. straight, range 0-120ºC. stem 63 mm. ",17412063,652403,4.56
"Glass insert casing 110 mm. straight, range 0-120ºC. stem 100 mm. ",17412100,652404,4.77
"Glass insert casing 110 mm. straight, range 0-120ºC. stem 160 mm. ",17412160,652405,5.98
"Glass insert casing 110 mm. straight, range 0-160ºC. stem 30 mm. ",17416030,652406,4.26
"Glass insert casing 110 mm. straight, range 0-160ºC. stem 40 mm. ",17416040,652407,4.56
"Glass insert casing 110 mm. straight, range 0-160ºC. stem 63 mm. ",17416063,652408,4.56
"Glass insert casing 110 mm. straight, range 0-160ºC. stem 100 mm. ",17416100,652409,4.77
"Glass insert casing 110 mm. straight, range 0-160ºC. stem 160 mm. ",17416160,652410,6.18
"Glass insert casing 110 mm angle, range 0-60ºC. stem 30 mm. ",17506030,652416,4.66
"Glass insert casing 110 mm. angle, range 0-60ºC. stem 40 mm. ",17506040,652417,4.77
"Glass insert casing 110 mm. angle, range 0-60ºC. stem 63 mm. ",17506063,652418,5.17
"Glass insert casing 110 mm. angle, range 0-60ºC. stem 100 mm. ",17506100,652419,5.37
"Glass insert casing 110 mm. angle, range 0-120ºC. stem 30 mm. ",17512030,652421,4.66
"Glass insert casing 110 mm. angle, range 0-120ºC. stem 40 mm. ",17512040,652422,4.77
"Glass insert casing 110 mm. angle, range 0-120ºC. stem 63 mm. ",17512063,652423,5.17
"Glass insert casing 110 mm. angle, range 0-120ºC. stem 100 mm. ",17512100,652424,5.37
"Glass insert casing 110 mm. angle, range 0-120ºC. stem 160 mm. ",17512160,652425,5.58
"Glass insert casing 110 mm. angle, range 0-160ºC. stem 30 mm. ",17516030,652426,4.66
"Glass insert casing 110 mm. angle, range 0-160ºC. stem 40 mm. ",17516040,652427,4.77
"Glass insert casing 110 mm. angle, range 0-160ºC. stem 63 mm. ",17516063,652428,5.17
"Glass insert casing 110 mm. angle, range 0-160ºC. stem 100 mm. ",17516100,652429,5.37
